ID	age	sex	n_babies	observer	year	pop_size	weight
312	1	m	1	13	1992	171	3.886263203603715
315	12	m	0	1	1992	171	9.586452554988526
317	3	m	1	16	1992	171	5.01339508799473
318	5	m	2	18	1992	171	NA
320	4	f	1	20	1992	171	5.398848552833319
330	2	f	0	14	1992	171	4.592150998108721
342	1	m	0	19	1992	171	4.58391509076354
344	6	m	2	11	1992	171	6.555193941846836
348	7	f	1	20	1992	171	5.596135144596945
353	9	m	2	14	1992	171	8.976216907161877
359	7	m	2	6	1992	171	7.739262601694677
360	2	f	2	12	1992	171	4.826328559856228
362	8	f	1	6	1992	171	6.745955278388124
365	9	m	2	1	1992	171	8.55281242963994
366	12	f	1	9	1992	171	9.152912497502657
370	1	m	0	12	1992	171	4.13128239910195
383	6	f	1	8	1992	171	6.1654243926314445
394	9	m	1	8	1992	171	8.991496154610859
396	2	f	1	17	1992	171	4.923370132457057
397	0	f	2	19	1992	171	3.588540663960879
399	8	f	2	4	1992	171	6.475821987101788
413	0	f	0	4	1992	171	4.555398245808861
414	0	f	2	6	1992	171	2.748612825116056
415	2	m	2	11	1992	171	3.6632619104068525
418	10	f	0	13	1992	171	8.034741521337757
421	7	f	1	3	1992	171	7.166441142439921
426	10	f	1	18	1992	171	9.235227025938997
427	7	m	0	16	1992	171	8.627591178657042
428	7	m	0	8	1992	171	7.255231219935981
429	8	f	2	14	1992	171	7.004341539904276
430	9	f	1	17	1992	171	7.945641779604802
435	6	f	1	9	1992	171	6.447027020270983
439	3	m	0	8	1992	171	NA
450	6	m	0	7	1992	171	6.186398694265645
451	2	f	0	15	1992	171	4.806096698829555
452	7	f	1	2	1992	171	6.363465124663484
455	0	f	2	8	1992	171	3.215696682495016
457	4	m	1	15	1992	171	4.998620755027168
463	4	m	2	5	1992	171	5.137796749073982
467	5	m	1	10	1992	171	NA
476	0	f	2	7	1992	171	2.753078319238463
480	9	m	2	1	1992	171	7.715942496262047
485	11	f	0	1	1992	171	8.757206719233551
488	0	f	1	15	1992	171	2.664491384456771
490	5	f	1	10	1992	171	5.861919067429602
512	1	f	1	14	1992	171	3.9740629660001114
513	7	f	2	8	1992	171	NA
519	2	f	0	6	1992	171	4.683315800005821
521	10	m	0	5	1992	171	8.725738483406868
523	1	m	0	19	1992	171	4.172583767597838
526	12	f	2	3	1992	171	9.112242078836914
537	2	m	0	12	1992	171	NA
540	2	f	1	14	1992	171	4.561995840016697
542	2	f	0	2	1992	171	NA
545	5	m	1	15	1992	171	6.414817780038634
546	3	m	2	8	1992	171	5.0763120013779055
550	1	m	2	4	1992	171	4.867415073498079
565	7	m	1	11	1992	171	6.607077283819958
567	9	m	0	1	1992	171	8.4663469240162
569	2	f	1	20	1992	171	4.989998878894393
572	1	m	0	4	1992	171	4.7502614820401705
574	1	f	0	6	1992	171	NA
580	3	m	1	8	1992	171	NA
584	4	m	0	11	1992	171	NA
590	10	f	1	12	1992	171	8.330244845356853
603	5	m	1	7	1992	171	6.733610369469662
609	7	m	1	1	1992	171	6.87731054633738
615	3	m	0	19	1992	171	5.1736384209408115
630	6	f	1	17	1992	171	6.072968578623761
635	8	f	1	15	1992	171	6.885572595305802
638	1	f	2	11	1992	171	3.8418751620056226
639	1	f	1	6	1992	171	3.773675537824716
653	6	m	0	5	1992	171	NA
659	9	m	2	14	1992	171	8.23491500641947
661	2	f	2	9	1992	171	4.624670252541621
665	7	m	0	14	1992	171	7.596997997938537
667	11	f	0	12	1992	171	8.63824629308405
670	1	m	1	19	1992	171	4.156740882622867
671	12	m	1	3	1992	171	10.40523222860456
674	7	m	1	2	1992	171	7.2443991641858005
679	0	m	0	6	1992	171	4.510900354447686
683	6	m	0	9	1992	171	7.335488468457377
686	7	m	0	12	1992	171	8.168878394807836
687	6	f	1	5	1992	171	6.29006958894985
694	0	f	0	14	1992	171	3.0423757027496254
701	5	m	2	16	1992	171	NA
702	9	m	0	8	1992	171	8.55266829233567
705	6	m	2	6	1992	171	6.642166809613095
718	1	m	0	11	1992	171	4.10974391052132
721	6	f	1	10	1992	171	5.786910395349786
727	4	f	0	20	1992	171	6.246294923306666
729	5	f	1	6	1992	171	5.884921880357345
736	3	m	2	20	1992	171	5.548144071022468
738	4	f	0	1	1992	171	5.4624522677237914
747	5	m	0	14	1992	171	5.944336691316312
750	0	f	0	1	1992	171	3.337377481808982
754	1	m	2	17	1992	171	4.426149195465948
758	10	f	0	10	1992	171	7.731388249052259
763	4	f	0	9	1992	171	4.996040043847848
773	0	m	1	12	1992	171	4.255941671565857
776	0	f	2	3	1992	171	NA
778	4	m	0	8	1992	171	6.429989264574715
785	7	m	2	4	1992	171	6.800879023199417
794	2	f	2	13	1992	171	3.4257884352390997
801	4	f	1	16	1992	171	NA
813	7	f	2	6	1992	171	6.499867162768134
817	10	m	1	14	1992	171	7.807472200302122
823	9	m	1	8	1992	171	7.958175508951785
828	11	m	2	14	1992	171	8.706315358518838
835	2	f	1	19	1992	171	4.231033982128655
837	2	f	2	3	1992	171	4.309420668385561
840	12	m	0	13	1992	171	9.132957081394274
845	4	m	0	10	1992	171	5.207085501374589
846	0	f	2	1	1992	171	2.359958267209223
847	10	m	1	12	1992	171	9.237077473843959
855	0	f	0	16	1992	171	3.9002457507943986
856	9	m	0	12	1992	171	NA
871	4	m	0	13	1992	171	5.331826938717834
872	0	m	1	3	1992	171	NA
877	7	m	0	13	1992	171	5.576098854638817
882	3	f	0	2	1992	171	5.068234176050564
883	5	m	1	15	1992	171	6.2600408349142525
884	4	f	2	10	1992	171	5.7335690264542425
887	0	m	0	19	1992	171	4.285051638331049
894	7	m	0	20	1992	171	7.490628899259107
897	12	f	2	11	1992	171	9.156246614554213
898	7	m	2	13	1992	171	7.351598037715317
899	2	f	2	9	1992	171	3.5036710773001403
900	5	m	0	15	1992	171	6.844428449238756
6	11	m	0	11	1993	145	9.350011674478763
7	3	f	0	16	1993	145	4.608027249239026
14	8	f	2	3	1993	145	8.182057752026049
15	6	m	2	9	1993	145	7.626278465778622
17	9	m	2	4	1993	145	8.949948183115195
18	13	m	1	2	1993	145	11.212104348380826
38	2	f	0	8	1993	145	4.122123985444492
46	2	f	0	15	1993	145	3.8952969271787428
55	2	m	0	19	1993	145	3.7726770911311296
57	8	m	1	11	1993	145	8.138855686501008
59	6	m	0	17	1993	145	7.229584656659986
60	6	m	1	12	1993	145	6.910984804963012
62	1	m	2	2	1993	145	4.077885991964369
66	7	f	0	15	1993	145	6.764998650819456
71	7	f	2	19	1993	145	7.019076905743993
76	5	m	1	2	1993	145	7.437933385809876
79	2	m	1	7	1993	145	5.246102542921087
93	0	m	0	11	1993	145	4.024385972244905
95	3	f	2	18	1993	145	6.328328879159252
97	0	f	1	6	1993	145	3.4756914874260376
101	11	m	1	3	1993	145	8.535188907067118
103	1	f	2	12	1993	145	3.206606568602458
105	10	m	2	4	1993	145	8.294008998228867
113	0	f	0	15	1993	145	2.561844314148964
116	8	m	1	5	1993	145	7.548736385608599
119	8	m	1	13	1993	145	7.002260436345942
121	12	m	0	4	1993	145	9.456222209134468
129	8	f	1	20	1993	145	6.810544480268274
130	4	m	2	8	1993	145	6.4444312968004756
131	6	m	1	15	1993	145	6.422754356121884
144	5	m	2	7	1993	145	6.524425505354671
150	3	m	0	2	1993	145	6.149947578917067
156	9	f	2	5	1993	145	7.459919182598058
158	12	f	1	10	1993	145	9.715524796194845
164	8	f	2	12	1993	145	8.242291948306352
170	3	m	1	18	1993	145	6.118404096168147
171	10	f	0	19	1993	145	9.822925574091782
172	12	m	1	16	1993	145	10.446480891309086
178	6	f	2	12	1993	145	5.779021800822514
189	7	m	2	12	1993	145	7.386131568723826
190	8	m	1	13	1993	145	7.557012813627715
193	1	m	1	14	1993	145	5.143140757429559
198	0	f	2	4	1993	145	3.9689962103208623
206	5	m	2	1	1993	145	NA
207	8	m	0	8	1993	145	7.859336664275331
208	1	m	2	5	1993	145	4.812268447699145
222	1	m	2	2	1993	145	3.96758008381833
226	5	f	1	14	1993	145	6.138401482245281
227	5	m	1	10	1993	145	6.175614429071302
232	0	f	0	3	1993	145	2.9159793168804544
236	5	f	0	5	1993	145	5.703079374533589
238	3	m	2	9	1993	145	NA
242	11	f	0	16	1993	145	9.488149580738128
247	2	f	1	15	1993	145	4.080740354338359
248	0	f	0	10	1993	145	3.3943398857598712
255	6	f	2	8	1993	145	6.460801299516966
257	1	f	1	6	1993	145	3.528836675313759
258	4	m	2	18	1993	145	5.6731781057209805
259	5	f	0	3	1993	145	6.435788226658719
267	13	f	2	10	1993	145	NA
282	0	f	1	12	1993	145	4.043977046274654
287	4	f	1	19	1993	145	6.026906685032588
288	4	f	1	8	1993	145	5.060846928326365
291	1	f	2	13	1993	145	3.8006278933029134
292	9	f	2	16	1993	145	8.79992813999667
296	1	f	2	7	1993	145	3.6819083543012012
300	10	f	1	13	1993	145	NA
301	2	f	2	3	1993	145	5.207065397535842
302	0	m	2	13	1993	145	3.789625772497125
304	8	m	1	3	1993	145	7.85204656676131
308	12	f	1	2	1993	145	9.944307981696534
312	2	m	0	3	1993	145	4.864040092430255
315	13	m	1	13	1993	145	10.407983457864471
317	4	m	0	2	1993	145	6.370100628957133
318	6	m	2	20	1993	145	6.738002132933473
320	5	f	1	16	1993	145	6.222274138679175
330	3	f	1	10	1993	145	NA
342	2	m	2	4	1993	145	5.247127019375366
344	7	m	2	8	1993	145	7.167629427918372
348	8	f	0	18	1993	145	5.968868028483912
353	10	m	0	18	1993	145	9.173446781743163
354	0	m	2	9	1993	145	3.9063154838163863
355	0	f	2	11	1993	145	3.1823824143940267
359	8	m	0	2	1993	145	8.50376901603307
360	3	f	0	9	1993	145	NA
362	9	f	1	8	1993	145	7.3208465240525396
365	10	m	1	2	1993	145	9.3539798539837
366	13	f	0	3	1993	145	10.32999821224286
370	2	m	2	7	1993	145	4.778577640310246
371	0	m	2	1	1993	145	3.659267687394768
383	7	f	2	18	1993	145	NA
394	10	m	1	6	1993	145	10.313809520834795
396	3	f	2	10	1993	145	5.104650846437067
397	1	f	2	10	1993	145	4.16848310351465
399	9	f	2	10	1993	145	7.670406573101273
413	1	f	1	13	1993	145	5.047308621359686
414	1	f	2	8	1993	145	3.2193604591073006
415	3	m	1	20	1993	145	3.9583533609246437
418	11	f	0	19	1993	145	9.23983554246372
421	8	f	2	19	1993	145	7.888307279161454
426	11	f	2	6	1993	145	10.093708250767207
427	8	m	0	15	1993	145	8.859530475222403
428	8	m	0	14	1993	145	8.362557961551802
429	9	f	1	15	1993	145	8.234770353518684
430	10	f	1	15	1993	145	8.606889296479638
435	7	f	0	2	1993	145	7.4914200246796625
439	4	m	0	14	1993	145	6.1285505512938725
450	7	m	0	8	1993	145	NA
451	3	f	2	6	1993	145	5.139918593816051
452	8	f	1	10	1993	145	7.508207394544503
455	1	f	1	6	1993	145	3.673483441248743
457	5	m	2	15	1993	145	5.170375614879403
463	5	m	2	11	1993	145	6.52498315809549
467	6	m	1	16	1993	145	NA
476	1	f	0	10	1993	145	3.437131263555119
480	10	m	0	11	1993	145	8.698256065602417
485	12	f	0	15	1993	145	9.345765598295936
488	1	f	1	13	1993	145	NA
507	0	f	0	8	1993	145	3.497909217478051
512	2	f	1	3	1993	145	4.694893843990064
513	8	f	1	4	1993	145	7.8260619338460495
516	0	f	0	6	1993	145	2.4891596824495297
519	3	f	2	2	1993	145	NA
521	11	m	2	6	1993	145	8.992261691529912
523	2	m	0	16	1993	145	5.127242426839388
526	13	f	1	19	1993	145	9.862260286978966
537	3	m	0	16	1993	145	NA
540	3	f	1	15	1993	145	4.522474800311408
542	3	f	0	15	1993	145	NA
545	6	m	2	13	1993	145	7.406411376328963
550	2	m	0	2	1993	145	5.71590227396909
567	10	m	2	15	1993	145	9.314126833874983
569	3	f	2	15	1993	145	NA
572	2	m	1	4	1993	145	5.589831121057492
574	2	f	1	5	1993	145	4.909505091265058
580	4	m	0	4	1993	145	6.660830756162018
582	0	f	2	8	1993	145	3.102803158080879
584	5	m	1	4	1993	145	6.740238164615243
603	6	m	0	13	1993	145	7.536364368862394
604	0	f	0	13	1993	145	3.251933769974485
609	8	m	1	7	1993	145	7.54531326675208
615	4	m	1	14	1993	145	5.830255508979287
623	0	m	0	13	1993	145	3.1764903322672406
630	7	f	0	20	1993	145	6.400218112209796
635	9	f	2	6	1993	145	7.526216531489828
638	2	f	2	11	1993	145	3.9889401221277563
639	2	f	1	17	1993	145	4.672987871330543
643	0	f	0	16	1993	145	4.000352758552568
653	7	m	0	2	1993	145	8.015347925644972
659	10	m	2	2	1993	145	8.83837648325912
660	0	m	1	13	1993	145	4.438666222431359
661	3	f	2	10	1993	145	4.95257051925918
665	8	m	0	12	1993	145	7.87583124821956
667	12	f	2	20	1993	145	9.835153354452737
670	2	m	0	13	1993	145	5.523654887468333
671	13	m	2	12	1993	145	11.46567656575122
674	8	m	2	16	1993	145	NA
679	1	m	0	15	1993	145	4.744168246771066
683	7	m	1	6	1993	145	7.717374238400025
686	8	m	0	6	1993	145	8.95084230500576
687	7	f	0	11	1993	145	7.570041125294421
694	1	f	1	18	1993	145	NA
698	0	m	0	3	1993	145	3.4241968598796295
701	6	m	2	17	1993	145	6.696241043237983
702	10	m	1	14	1993	145	9.387377652252265
705	7	m	0	11	1993	145	7.094743651512831
718	2	m	2	12	1993	145	5.122858190511597
721	7	f	0	13	1993	145	6.355676339211744
727	5	f	1	9	1993	145	7.376050340188381
729	6	f	0	12	1993	145	6.9590192235335095
736	4	m	1	17	1993	145	NA
750	1	f	2	20	1993	145	4.1708651467437585
754	2	m	1	12	1993	145	5.875898889196727
758	11	f	1	11	1993	145	8.421591983271005
760	0	f	1	1	1993	145	3.227819671060504
773	1	m	1	19	1993	145	4.648867139488795
776	1	f	2	15	1993	145	3.9909030490072785
778	5	m	2	14	1993	145	6.467346521496983
785	8	m	2	10	1993	145	7.79162643678519
794	3	f	2	19	1993	145	4.63760962286432
801	5	f	1	6	1993	145	5.670452765459755
813	8	f	1	8	1993	145	7.306348356637422
817	11	m	0	13	1993	145	8.940212489062182
823	10	m	2	5	1993	145	8.592919921425223
828	12	m	0	3	1993	145	9.073610499808945
835	3	f	0	8	1993	145	4.308480224073122
837	3	f	2	1	1993	145	NA
844	0	m	2	19	1993	145	3.001642175627645
845	5	m	2	1	1993	145	5.746141671784081
846	1	f	1	14	1993	145	3.104097645381913
847	11	m	1	5	1993	145	9.873128404086092
853	0	m	1	13	1993	145	4.661985886048337
855	1	f	0	9	1993	145	4.384785304412732
856	10	m	1	3	1993	145	8.275720394212108
858	0	f	0	20	1993	145	NA
867	0	m	0	18	1993	145	3.533749687649149
871	5	m	2	20	1993	145	6.336682635251875
872	1	m	1	18	1993	145	4.924128690268354
877	8	m	2	8	1993	145	6.492694019543833
882	4	f	2	5	1993	145	5.241987742151029
883	6	m	0	17	1993	145	7.377745617632607
884	5	f	2	9	1993	145	6.262160286514149
887	1	m	2	10	1993	145	5.086671049096708
894	8	m	0	8	1993	145	7.897935193795566
898	8	m	1	12	1993	145	7.629726200564063
899	3	f	2	12	1993	145	3.797450591584971
900	6	m	2	3	1993	145	7.269498645696158
6	12	m	0	4	1994	161	10.652632560235457
7	4	f	0	12	1994	161	5.818351983367553
14	9	f	1	17	1994	161	8.487209077869323
15	7	m	1	15	1994	161	8.543613695404535
17	10	m	2	2	1994	161	NA
38	3	f	1	14	1994	161	5.052389562013008
46	3	f	0	3	1994	161	4.785300679474052
48	0	f	1	18	1994	161	4.196424526607867
55	3	m	2	3	1994	161	4.229880657151694
57	9	m	1	11	1994	161	8.068012487543326
59	7	m	0	10	1994	161	7.998107479765794
60	7	m	2	17	1994	161	8.160353853533683
62	2	m	0	16	1994	161	5.157667493001469
66	8	f	1	14	1994	161	7.803978891246868
69	0	m	1	12	1994	161	4.338658795055349
71	8	f	2	11	1994	161	7.799542318783665
76	6	m	2	7	1994	161	7.81193938487347
79	3	m	0	20	1994	161	6.26899946535171
93	1	m	0	8	1994	161	4.6027718749542545
95	4	f	2	9	1994	161	7.162513124250534
97	1	f	2	11	1994	161	3.7921582113996464
101	12	m	2	3	1994	161	9.29640083861658
103	2	f	1	2	1994	161	4.910101134766852
105	11	m	2	14	1994	161	9.629296409572511
113	1	f	2	18	1994	161	3.4554186570688943
115	0	m	1	11	1994	161	4.279791631355573
116	9	m	0	1	1994	161	7.905662119806761
119	9	m	2	7	1994	161	8.17446043509872
121	13	m	1	4	1994	161	10.334756157102284
123	0	m	0	9	1994	161	3.8872325163405215
129	9	f	0	4	1994	161	NA
130	5	m	1	2	1994	161	7.532433666191936
131	7	m	1	15	1994	161	7.394019483381764
144	6	m	0	9	1994	161	6.936030790597726
150	4	m	1	7	1994	161	NA
151	0	f	2	12	1994	161	4.200205119190519
156	10	f	0	14	1994	161	8.619437846761326
158	13	f	1	2	1994	161	10.206153177083342
159	0	f	2	11	1994	161	4.089767758169079
164	9	f	2	10	1994	161	8.791530842634328
170	4	m	2	9	1994	161	6.5916342176129845
172	13	m	2	16	1994	161	10.93420733492035
178	7	f	1	10	1994	161	6.194831143774471
180	0	f	2	7	1994	161	3.820872305534582
189	8	m	1	10	1994	161	NA
190	9	m	2	18	1994	161	8.179168210436659
193	2	m	2	9	1994	161	5.7826904558652865
198	1	f	0	12	1994	161	4.981632035077892
206	6	m	2	16	1994	161	8.351151120873984
207	9	m	0	10	1994	161	8.296290267227086
208	2	m	1	6	1994	161	5.004415561910161
222	2	m	0	5	1994	161	5.096479230142422
226	6	f	1	19	1994	161	6.507663884886179
227	6	m	0	16	1994	161	7.132438193124582
232	1	f	0	12	1994	161	3.2681989729504584
236	6	f	2	13	1994	161	6.449841816928547
238	4	m	1	13	1994	161	7.022837233431467
242	12	f	2	8	1994	161	10.23713767589506
247	3	f	2	18	1994	161	4.7950615401825205
255	7	f	2	18	1994	161	7.664641585335437
257	2	f	2	19	1994	161	4.157128012489778
258	5	m	1	20	1994	161	6.786282918152586
259	6	f	1	11	1994	161	7.951456594454975
267	14	f	2	9	1994	161	11.068732991917328
282	1	f	1	5	1994	161	4.57257042846378
287	5	f	0	16	1994	161	6.777528629418241
288	5	f	2	18	1994	161	5.866431862118486
291	2	f	1	4	1994	161	4.10648682977713
292	10	f	1	15	1994	161	9.402956947179115
300	11	f	2	4	1994	161	9.162081803223558
301	3	f	2	4	1994	161	5.366640333355309
302	1	m	2	8	1994	161	4.972137044251368
304	9	m	1	7	1994	161	8.690414473496649
308	13	f	1	18	1994	161	11.014496162840794
311	0	m	2	10	1994	161	3.728948247054841
312	3	m	2	19	1994	161	5.500255888464918
315	14	m	0	10	1994	161	10.725102592777565
317	5	m	1	17	1994	161	6.689582588398662
318	7	m	2	5	1994	161	NA
320	6	f	2	11	1994	161	6.877875295302895
330	4	f	1	8	1994	161	6.010981995774915
342	3	m	1	14	1994	161	NA
344	8	m	2	18	1994	161	8.145529310183495
347	0	f	2	7	1994	161	4.09616986670937
348	9	f	2	3	1994	161	7.219014591257955
353	11	m	0	8	1994	161	10.151637188576197
354	1	m	1	17	1994	161	4.481680304360411
355	1	f	2	8	1994	161	3.9259352288497227
359	9	m	1	18	1994	161	8.800521080510554
360	4	f	1	5	1994	161	6.1458874780141235
365	11	m	2	16	1994	161	10.029986242215461
370	3	m	2	4	1994	161	5.243669634337233
371	1	m	2	16	1994	161	4.628788664423123
383	8	f	0	20	1994	161	6.952420682430991
391	0	f	2	17	1994	161	2.642962637661084
393	0	f	1	9	1994	161	4.777313252611094
394	11	m	2	15	1994	161	10.302584657157906
396	4	f	0	10	1994	161	6.364640677978113
397	2	f	1	5	1994	161	4.940810110519409
399	10	f	0	12	1994	161	NA
413	2	f	2	15	1994	161	5.409354914710848
414	2	f	0	13	1994	161	4.428777110252159
415	4	m	1	8	1994	161	5.735623689206978
416	0	f	1	4	1994	161	NA
417	0	f	0	3	1994	161	3.260323138680763
418	12	f	0	18	1994	161	10.056073311151938
421	9	f	0	19	1994	161	8.477450273853295
427	9	m	1	8	1994	161	10.048608457401674
428	9	m	1	19	1994	161	9.111036843147453
430	11	f	1	13	1994	161	9.504294728359154
435	8	f	2	18	1994	161	8.082466565898633
438	0	f	1	8	1994	161	4.828754749120593
439	5	m	1	6	1994	161	6.451807639982554
450	8	m	0	2	1994	161	NA
451	4	f	1	4	1994	161	6.2439480466712665
452	9	f	1	14	1994	161	7.836562688714789
455	2	f	2	9	1994	161	3.957897424448935
457	6	m	1	19	1994	161	6.218246886565567
467	7	m	1	16	1994	161	7.339461547724955
475	0	f	1	4	1994	161	3.6357240181733714
476	2	f	2	8	1994	161	3.949964082980841
480	11	m	0	4	1994	161	9.533745174988079
485	13	f	2	5	1994	161	9.898319098715193
488	2	f	0	1	1994	161	4.3588940952818636
507	1	f	0	1	1994	161	NA
509	0	m	1	7	1994	161	4.8611300016007135
510	0	m	0	9	1994	161	4.059997814890501
512	3	f	2	17	1994	161	5.9124141902380405
513	9	f	1	2	1994	161	7.8095505530310785
516	1	f	2	17	1994	161	3.3162591564748922
521	12	m	0	7	1994	161	10.272117138969048
523	3	m	1	20	1994	161	5.5385323175674035
537	4	m	0	8	1994	161	5.852706441369654
540	4	f	1	17	1994	161	5.896546024777697
542	4	f	2	3	1994	161	6.159342062750482
545	7	m	2	9	1994	161	7.796125615293027
550	3	m	2	10	1994	161	6.040039376796875
553	0	m	0	18	1994	161	4.58754177685372
567	11	m	2	20	1994	161	9.630690429416767
569	4	f	0	3	1994	161	NA
572	3	m	2	17	1994	161	NA
573	0	m	0	10	1994	161	3.716942138715094
574	3	f	2	20	1994	161	6.493561252507869
580	5	m	2	15	1994	161	NA
582	1	f	1	12	1994	161	4.42823999112427
588	0	m	1	3	1994	161	4.040752764955051
594	0	m	2	11	1994	161	4.188152234655364
604	1	f	1	13	1994	161	3.9696093277681515
609	9	m	0	18	1994	161	8.56420838559831
615	5	m	2	9	1994	161	6.473564345085571
623	1	m	2	10	1994	161	4.5972470299330155
630	8	f	2	10	1994	161	7.785450916973157
635	10	f	2	12	1994	161	8.500749405230183
638	3	f	2	8	1994	161	5.16579366348431
639	3	f	0	14	1994	161	5.151393493770727
643	1	f	2	5	1994	161	4.827181407880534
653	8	m	0	8	1994	161	8.659872574032066
659	11	m	1	18	1994	161	9.377238361618902
660	1	m	2	13	1994	161	NA
661	4	f	1	15	1994	161	6.3778636978527805
665	9	m	1	1	1994	161	8.470042367536921
667	13	f	1	19	1994	161	10.564914114327166
670	3	m	2	12	1994	161	NA
671	14	m	1	13	1994	161	11.335335975306423
674	9	m	0	16	1994	161	8.508109402392172
679	2	m	1	5	1994	161	5.581459716070313
683	8	m	0	20	1994	161	8.101832128092264
686	9	m	2	7	1994	161	NA
687	8	f	1	3	1994	161	7.612595808979092
694	2	f	1	4	1994	161	4.213138037499073
698	1	m	2	9	1994	161	4.74892827857473
701	7	m	1	1	1994	161	7.208687816325491
702	11	m	2	7	1994	161	10.603560213648775
703	0	m	2	15	1994	161	5.088111866397833
705	8	m	2	4	1994	161	8.214641458595567
718	3	m	0	14	1994	161	5.58352683959361
721	8	f	0	11	1994	161	6.983660234453155
727	6	f	2	1	1994	161	7.5187191428721984
729	7	f	1	5	1994	161	7.19919181744656
736	5	m	2	8	1994	161	7.626894486767873
737	0	f	2	6	1994	161	2.8043464062767973
750	2	f	2	11	1994	161	5.324115027130147
754	3	m	1	10	1994	161	6.523999971827413
758	12	f	2	10	1994	161	9.415951342551507
760	1	f	1	10	1994	161	3.232481284374119
761	0	m	0	14	1994	161	3.9772779271770333
773	2	m	0	7	1994	161	6.043557746846764
776	2	f	2	6	1994	161	4.835538641272222
778	6	m	1	2	1994	161	7.230136842498239
779	0	f	1	1	1994	161	3.1923020630666064
790	0	m	1	20	1994	161	NA
794	4	f	1	9	1994	161	5.789325396123905
798	0	m	0	15	1994	161	4.144267523234634
801	6	f	0	1	1994	161	6.767247055166123
813	9	f	1	11	1994	161	8.323972568682414
817	12	m	1	3	1994	161	9.22297818497223
823	11	m	0	6	1994	161	9.809930641192068
828	13	m	1	7	1994	161	9.539871822326164
835	4	f	0	12	1994	161	5.544109070211149
837	4	f	0	18	1994	161	6.186999549734463
844	1	m	1	6	1994	161	NA
846	2	f	1	3	1994	161	NA
850	0	f	1	8	1994	161	3.1868246819050126
853	1	m	1	7	1994	161	5.556563824446628
855	2	f	0	7	1994	161	5.703190323855165
856	11	m	0	9	1994	161	8.84041443925297
858	1	f	2	11	1994	161	4.110126940342161
867	1	m	1	1	1994	161	3.772211875590549
870	0	f	1	6	1994	161	3.1036309284837196
871	6	m	0	5	1994	161	7.059483087870763
872	2	m	0	10	1994	161	NA
880	0	f	1	8	1994	161	NA
882	5	f	2	18	1994	161	6.1025113732487775
883	7	m	0	18	1994	161	8.1096520652697
884	6	f	2	12	1994	161	7.22409115896916
887	2	m	0	2	1994	161	5.950288603036973
892	0	f	0	19	1994	161	3.584053553841053
898	9	m	1	13	1994	161	8.914358762714526
899	4	f	0	6	1994	161	4.839720912811898
900	7	m	2	18	1994	161	8.431624376050951
6	13	m	2	18	1995	146	10.630235203250432
7	5	f	0	1	1995	146	6.77033522461759
12	0	f	0	8	1995	146	3.1844808686200414
15	8	m	2	10	1995	146	8.683606290861585
46	4	f	2	20	1995	146	5.494804994397186
47	0	f	2	5	1995	146	5.044469915305322
49	0	m	0	10	1995	146	4.913712834251664
54	0	m	1	5	1995	146	4.771192125315383
55	4	m	0	4	1995	146	5.197811696010267
57	10	m	0	14	1995	146	9.495667311769166
60	8	m	1	12	1995	146	8.066537109112792
62	3	m	0	15	1995	146	5.160478108759855
66	9	f	2	17	1995	146	8.115446604386523
69	1	m	2	15	1995	146	4.449724665356298
71	9	f	2	18	1995	146	8.642092052015544
76	7	m	2	4	1995	146	8.069411665993538
79	4	m	2	5	1995	146	7.3210023592495315
95	5	f	1	10	1995	146	8.060440976394771
97	2	f	2	5	1995	146	4.814594890995803
101	13	m	0	20	1995	146	10.11275602469563
103	3	f	2	17	1995	146	4.989341895493739
105	12	m	2	4	1995	146	10.135063966459866
108	0	f	1	14	1995	146	3.4228595668782016
112	0	m	2	14	1995	146	4.402926030483544
113	2	f	0	18	1995	146	4.009032432038197
115	1	m	0	19	1995	146	4.800033370091781
116	10	m	0	2	1995	146	8.931738647495328
118	0	m	1	16	1995	146	NA
119	10	m	1	2	1995	146	NA
121	14	m	0	14	1995	146	11.388228815350088
129	10	f	0	10	1995	146	8.111219310672146
130	6	m	1	19	1995	146	7.5760014701598495
131	8	m	1	15	1995	146	8.464814064927307
144	7	m	1	17	1995	146	7.939666102094631
150	5	m	1	8	1995	146	7.270881761055649
151	1	f	2	2	1995	146	4.784401408568459
156	11	f	0	16	1995	146	9.0868972739319
158	14	f	0	4	1995	146	NA
159	1	f	1	4	1995	146	4.63309705190719
162	0	f	0	13	1995	146	4.65995611670801
164	10	f	2	6	1995	146	9.73787737719596
170	5	m	1	15	1995	146	7.490488221684548
178	8	f	0	15	1995	146	7.020921325963763
180	1	f	2	5	1995	146	4.928830281462078
189	9	m	2	19	1995	146	NA
190	10	m	0	18	1995	146	8.90595262882071
193	3	m	2	6	1995	146	6.196921997260325
206	7	m	0	11	1995	146	8.748054098851917
207	10	m	0	4	1995	146	8.924406287862471
208	3	m	2	1	1995	146	6.457130301287788
219	0	f	1	9	1995	146	NA
222	3	m	1	7	1995	146	NA
226	7	f	1	4	1995	146	7.264341229749736
227	7	m	0	15	1995	146	8.133619077842457
232	2	f	0	2	1995	146	4.319364922128637
234	0	m	2	18	1995	146	4.628417025440138
236	7	f	1	20	1995	146	NA
238	5	m	2	18	1995	146	7.133284607991576
242	13	f	2	7	1995	146	10.314425875393875
244	0	f	0	17	1995	146	5.463653132431562
247	4	f	1	9	1995	146	5.0737400324762065
